id,name,state_id.id,ciudad_id.id
municipio_2833,Santiago Tuxtla,base.state_mx_ver,
municipio_2848,Sayula de Alemán,base.state_mx_ver,
municipio_2723,Sochiapa,base.state_mx_ver,
municipio_2850,Soconusco,base.state_mx_ver,
municipio_2764,Soledad Atzompa,base.state_mx_ver,
municipio_2739,Soledad de Doblado,base.state_mx_ver,
municipio_2840,Soteapan,base.state_mx_ver,
municipio_2658,Tamalín,base.state_mx_ver,
municipio_2663,Tamiahua,base.state_mx_ver,
municipio_2638,Tampico Alto,base.state_mx_ver,
municipio_2662,Tancoco,base.state_mx_ver,
municipio_2657,Tantima,base.state_mx_ver,
municipio_2643,Tantoyuca,base.state_mx_ver,
municipio_2842,Tatahuicapan de Juárez,base.state_mx_ver,
municipio_2708,Tatatila,base.state_mx_ver,
municipio_2697,Tecolutla,base.state_mx_ver,
municipio_2792,Tehuipango,base.state_mx_ver,
municipio_2641,Tempoal,base.state_mx_ver,
municipio_2721,Tenampa,base.state_mx_ver,
municipio_2709,Tenochtitlán,base.state_mx_ver,
municipio_2624,Teocelo,base.state_mx_ver,
municipio_2734,Tepatlaxco,base.state_mx_ver,
municipio_2618,Tepetlán,base.state_mx_ver,
municipio_2661,Tepetzintla,base.state_mx_ver,
municipio_2771,Tequila,base.state_mx_ver,
municipio_2668,Texcatepec,base.state_mx_ver,
municipio_2795,Texhuacán,base.state_mx_ver,
municipio_2851,Texistepec,base.state_mx_ver,
municipio_2796,Tezonapa,base.state_mx_ver,
municipio_2799,Tierra Blanca,base.state_mx_ver,
municipio_2677,Tihuatlán,base.state_mx_ver,
municipio_2671,Tlachichilco,base.state_mx_ver,
municipio_2818,Tlacojalpan,base.state_mx_ver,
municipio_2611,Tlacolulan,base.state_mx_ver,
municipio_2814,Tlacotalpan,base.state_mx_ver,
municipio_2724,Tlacotepec de Mejía,base.state_mx_ver,
municipio_2800,Tlalixcoyan,base.state_mx_ver,
municipio_2601,Tlalnelhuayocan,base.state_mx_ver,
municipio_2720,Tlaltetela,base.state_mx_ver,
municipio_2702,Tlapacoyan,base.state_mx_ver,
municipio_2767,Tlaquilpa,base.state_mx_ver,
municipio_2773,Tlilapan,base.state_mx_ver,
municipio_2732,Tomatlán,base.state_mx_ver,
municipio_2612,Tonayán,base.state_mx_ver,
municipio_2722,Totutla,base.state_mx_ver,
municipio_2808,Tres Valles,base.state_mx_ver,
municipio_2675,Tuxpan,base.state_mx_ver,
municipio_2819,Tuxtilla,base.state_mx_ver,
municipio_2629,Ursulo Galván,base.state_mx_ver,
municipio_2872,Uxpanapa,base.state_mx_ver,
municipio_2717,Vega de Alatorre,base.state_mx_ver,
municipio_2634,Veracruz,base.state_mx_ver,
municipio_2610,Villa Aldama,base.state_mx_ver,
municipio_2600,Xalapa,base.state_mx_ver,
municipio_2602,Xico,base.state_mx_ver,
municipio_2769,Xoxocotla,base.state_mx_ver,
municipio_2781,Yanga,base.state_mx_ver,
municipio_2714,Yecuatla,base.state_mx_ver,
municipio_2669,Zacualpan,base.state_mx_ver,
municipio_2854,Zaragoza,base.state_mx_ver,
municipio_2736,Zentla,base.state_mx_ver,
municipio_2791,Zongolica,base.state_mx_ver,
municipio_2667,Zontecomatlán de López y Fuentes,base.state_mx_ver,
municipio_2682,Zozocolco de Hidalgo,base.state_mx_ver,
municipio_2959,Abalá,base.state_mx_yuc,
municipio_2887,Acanceh,base.state_mx_yuc,
municipio_2983,Akil,base.state_mx_yuc,
municipio_2898,Baca,base.state_mx_yuc,
municipio_2902,Bokobá,base.state_mx_yuc,
municipio_2925,Buctzotz,base.state_mx_yuc,
municipio_2901,Cacalchén,base.state_mx_yuc,
municipio_2941,Calotmul,base.state_mx_yuc,
municipio_2893,Cansahcab,base.state_mx_yuc,
municipio_2974,Cantamayec,base.state_mx_yuc,
municipio_2884,Celestún,base.state_mx_yuc,
municipio_2927,Cenotillo,base.state_mx_yuc,
municipio_2980,Chacsinkín,base.state_mx_yuc,
municipio_2943,Chankom,base.state_mx_yuc,
municipio_2965,Chapab,base.state_mx_yuc,
municipio_2949,Chemax,base.state_mx_yuc,
municipio_2944,Chichimilá,base.state_mx_yuc,
municipio_2876,Chicxulub Pueblo,base.state_mx_yuc,
municipio_2977,Chikindzonot,base.state_mx_yuc,
municipio_2956,Chocholá,base.state_mx_yuc,
municipio_2971,Chumayel,base.state_mx_yuc,
municipio_2878,Conkal,base.state_mx_yuc,
municipio_2947,Cuncunul,base.state_mx_yuc,
municipio_2917,Cuzamá,base.state_mx_yuc,
municipio_2964,Dzán,base.state_mx_yuc,
municipio_2891,Dzemul,base.state_mx_yuc,
municipio_2906,Dzidzantún,base.state_mx_yuc,
municipio_2922,Dzilam de Bravo,base.state_mx_yuc,
municipio_2921,Dzilam González,base.state_mx_yuc,
municipio_2931,Dzitás,base.state_mx_yuc,
municipio_2928,Dzoncauich,base.state_mx_yuc,
municipio_2939,Espita,base.state_mx_yuc,
municipio_2960,Halachó,base.state_mx_yuc,
municipio_2914,Hocabá,base.state_mx_yuc,
municipio_2904,Hoctún,base.state_mx_yuc,
municipio_2918,Homún,base.state_mx_yuc,
municipio_2920,Huhí,base.state_mx_yuc,
municipio_2880,Hunucmá,base.state_mx_yuc,
municipio_2877,Ixil,base.state_mx_yuc,
municipio_2913,Izamal,base.state_mx_yuc,
municipio_2885,Kanasín,base.state_mx_yuc,
municipio_2932,Kantunil,base.state_mx_yuc,
municipio_2946,Kaua,base.state_mx_yuc,
municipio_2882,Kinchil,base.state_mx_yuc,
municipio_2957,Kopomá,base.state_mx_yuc,
municipio_2970,Mama,base.state_mx_yuc,
municipio_2963,Maní,base.state_mx_yuc,
municipio_2953,Maxcanú,base.state_mx_yuc,
municipio_2972,Mayapán,base.state_mx_yuc,
municipio_2874,Mérida,base.state_mx_yuc,
municipio_2899,Mocochá,base.state_mx_yuc,
municipio_2897,Motul,base.state_mx_yuc,
municipio_2961,Muna,base.state_mx_yuc,
municipio_2900,Muxupip,base.state_mx_yuc,
municipio_2955,Opichén,base.state_mx_yuc,
municipio_2968,Oxkutzcab,base.state_mx_yuc,
municipio_2923,Panabá,base.state_mx_yuc,
municipio_2976,Peto,base.state_mx_yuc,
municipio_2875,Progreso,base.state_mx_yuc,
municipio_2930,Quintana Roo,base.state_mx_yuc,
municipio_2938,Río Lagartos,base.state_mx_yuc,
municipio_2962,Sacalum,base.state_mx_yuc,
municipio_2954,Samahil,base.state_mx_yuc,
municipio_2924,San Felipe,base.state_mx_yuc,
municipio_2919,Sanahcat,base.state_mx_yuc,
municipio_2969,Santa Elena,base.state_mx_yuc,
municipio_2916,Seyé,base.state_mx_yuc,
municipio_2894,Sinanché,base.state_mx_yuc,
municipio_2935,Sotuta,base.state_mx_yuc,
municipio_2926,Sucilá,base.state_mx_yuc,
municipio_2933,Sudzal,base.state_mx_yuc,
municipio_2910,Suma,base.state_mx_yuc,
municipio_2978,Tahdziú,base.state_mx_yuc,
municipio_2905,Tahmek,base.state_mx_yuc,
municipio_2973,Teabo,base.state_mx_yuc,
municipio_2958,Tecoh,base.state_mx_yuc,
municipio_2912,Tekal de Venegas,base.state_mx_yuc,
municipio_2908,Tekantó,base.state_mx_yuc,
municipio_2982,Tekax,base.state_mx_yuc,
municipio_2934,Tekit,base.state_mx_yuc,
municipio_2948,Tekom,base.state_mx_yuc,
municipio_2890,Telchac Pueblo,base.state_mx_yuc,
municipio_2892,Telchac Puerto,base.state_mx_yuc,
municipio_2907,Temax,base.state_mx_yuc,
municipio_2940,Temozón,base.state_mx_yuc,
municipio_2911,Tepakán,base.state_mx_yuc,
municipio_2883,Tetiz,base.state_mx_yuc,
municipio_2909,Teya,base.state_mx_yuc,
municipio_2967,Ticul,base.state_mx_yuc,
municipio_2886,Timucuy,base.state_mx_yuc,
municipio_2942,Tinum,base.state_mx_yuc,
municipio_2945,Tixcacalcupul,base.state_mx_yuc,
municipio_2903,Tixkokob,base.state_mx_yuc,
municipio_2979,Tixmehuac,base.state_mx_yuc,
municipio_2888,Tixpéhual,base.state_mx_yuc,
municipio_2937,Tizimín,base.state_mx_yuc,
municipio_2929,Tunkás,base.state_mx_yuc,
municipio_2981,Tzucacab,base.state_mx_yuc,
municipio_2952,Uayma,base.state_mx_yuc,
municipio_2881,Ucú,base.state_mx_yuc,
municipio_2889,Umán,base.state_mx_yuc,
municipio_2951,Valladolid,base.state_mx_yuc,
municipio_2915,Xocchel,base.state_mx_yuc,
municipio_2975,Yaxcabá,base.state_mx_yuc,
municipio_2879,Yaxkukul,base.state_mx_yuc,
municipio_2895,Yobaín,base.state_mx_yuc,
municipio_3057,Apozol,base.state_mx_zac,
municipio_3056,Apulco,base.state_mx_zac,
municipio_3047,Atolinga,base.state_mx_zac,
municipio_3049,Benito Juárez,base.state_mx_zac,
municipio_3002,Calera,base.state_mx_zac,
municipio_3000,Cañitas de Felipe Pescador,base.state_mx_zac,
municipio_3031,Chalchihuites,base.state_mx_zac,
municipio_2988,Concepción del Oro,base.state_mx_zac,
municipio_3009,Cuauhtémoc,base.state_mx_zac,
municipio_3040,El Plateado de Joaquín Amaro,base.state_mx_zac,
municipio_2991,El Salvador,base.state_mx_zac,
municipio_3028,Fresnillo,base.state_mx_zac,
municipio_3008,Genaro Codina,base.state_mx_zac,
municipio_3004,General Enrique Estrada,base.state_mx_zac,
municipio_2995,General Francisco R. Murguía,base.state_mx_zac,
municipio_3013,General Pánfilo Natera,base.state_mx_zac,
municipio_3006,Guadalupe,base.state_mx_zac,
municipio_3044,Huanusco,base.state_mx_zac,
municipio_3042,Jalpa,base.state_mx_zac,
municipio_3035,Jerez,base.state_mx_zac,
municipio_3032,Jiménez del Teul,base.state_mx_zac,
municipio_2993,Juan Aldama,base.state_mx_zac,
municipio_3058,Juchipila,base.state_mx_zac,
municipio_3016,Loreto,base.state_mx_zac,
municipio_3015,Luis Moya,base.state_mx_zac,
municipio_2990,Mazapil,base.state_mx_zac,
municipio_2989,Melchor Ocampo,base.state_mx_zac,
municipio_3053,Mezquital del Oro,base.state_mx_zac,
municipio_2994,Miguel Auza,base.state_mx_zac,
municipio_3046,Momax,base.state_mx_zac,
municipio_3034,Monte Escobedo,base.state_mx_zac,
municipio_2985,Morelos,base.state_mx_zac,
municipio_3060,Moyahua de Estrada,base.state_mx_zac,
municipio_3055,Nochistlán de Mejía,base.state_mx_zac,
municipio_3019,Noria de Ángeles,base.state_mx_zac,
municipio_3011,Ojocaliente,base.state_mx_zac,
municipio_3003,Pánuco,base.state_mx_zac,
municipio_3021,Pinos,base.state_mx_zac,
municipio_2996,Río Grande,base.state_mx_zac,
municipio_3027,Sain Alto,base.state_mx_zac,
municipio_3051,Santa María de la Paz,base.state_mx_zac,
municipio_3026,Sombrerete,base.state_mx_zac,
municipio_3036,Susticacán,base.state_mx_zac,
municipio_3043,Tabasco,base.state_mx_zac,
municipio_3048,Tepechitlán,base.state_mx_zac,
municipio_3039,Tepetongo,base.state_mx_zac,
municipio_3050,Teúl de González Ortega,base.state_mx_zac,
municipio_3045,Tlaltenango de Sánchez Román,base.state_mx_zac,
municipio_3007,Trancoso,base.state_mx_zac,
municipio_3052,Trinidad García de la Cadena,base.state_mx_zac,
municipio_3029,Valparaíso,base.state_mx_zac,
municipio_2986,Vetagrande,base.state_mx_zac,
municipio_2999,Villa de Cos,base.state_mx_zac,
municipio_3020,Villa García,base.state_mx_zac,
municipio_3018,Villa González Ortega,base.state_mx_zac,
municipio_3022,Villa Hidalgo,base.state_mx_zac,
municipio_3037,Villanueva,base.state_mx_zac,
municipio_2987,Zacatecas,base.state_mx_zac,
